activity_id,activity_name,actor.session.created_time_dt,actor.session.issuer,actor.session.uid,actor.user.groups,actor.user.name,app_name,category_name,category_uid,class_name,class_uid,cloud.account_uid,connection_info.protocol_name,dataSource.category,dataSource.name,dataSource.vendor,device.hostname,device.hw_info.serial_number,device.imei,device.imsi,device.uid,dst_endpoint.hostname,dst_endpoint.intermediate_ips,dst_endpoint.ip,dst_endpoint.location.region,dst_endpoint.mac,dst_endpoint.port,duration,event.type,message,metadata.log_name,metadata.logged_time_dt,metadata.original_time,metadata.product.name,metadata.product.vendor_name,metadata.product.version,metadata.sequence,metadata.version,monitor,observables,session,severity,severity_id,src_endpoint.hostname,src_endpoint.intermediate_ips,src_endpoint.ip,src_endpoint.location.region,src_endpoint.mac,src_endpoint.port,status,status_id,thread,time,timestamp,traffic.bytes,traffic.bytes_in,traffic.bytes_out,traffic.packets,traffic.packets_in,traffic.packets_out,type_name,type_uid,unmapped.action_flags,unmapped.action_source,unmapped.action_value,unmapped.category_of_app,unmapped.characteristic_of_app,unmapped.chunks_received,unmapped.chunks_sent,unmapped.chunks_total,unmapped.container_id,unmapped.container_of_app,unmapped.content_version,unmapped.dg_hier_level_1,unmapped.dg_hier_level_2,unmapped.dg_hier_level_3,unmapped.dg_hier_level_4,unmapped.direction_of_attack,unmapped.dst_category,unmapped.dst_dag,unmapped.dst_edl,unmapped.dst_model,unmapped.dst_osfamily,unmapped.dst_osversion,unmapped.dst_profile,unmapped.dst_user,unmapped.dst_uuid,unmapped.dst_vendor,unmapped.ep_assoc_id,unmapped.file,unmapped.file_digest,unmapped.file_type,unmapped.flags,unmapped.from_zone,unmapped.http2_connection,unmapped.http_headers,unmapped.http_method,unmapped.inbound_if,unmapped.is_saas_of_app,unmapped.justification,unmapped.link_change_count,unmapped.link_switches,unmapped.nat_dst_port,unmapped.nat_src_port,unmapped.nsdsai_sd,unmapped.nsdsai_sst,unmapped.nssai_sst,unmapped.offloaded,unmapped.outbound_if,unmapped.parent_session_id,unmapped.parent_start_time,unmapped.partial_hash,unmapped.pcap_id,unmapped.pod_name,unmapped.pod_namespace,unmapped.policy_id,unmapped.ppid,unmapped.reason,unmapped.receipent_of_email,unmapped.referrer,unmapped.repeat_count,unmapped.report_id,unmapped.risk_of_app,unmapped.rule_matched,unmapped.rule_matched_uuid,unmapped.sanctioned_state_of_app,unmapped.sdwan_cluster,unmapped.sdwan_cluster_type,unmapped.sdwan_device_type,unmapped.sdwan_site,unmapped.sender_of_email,unmapped.serial_number,unmapped.session_end_reason_value,unmapped.session_owner,unmapped.severity,unmapped.src_category,unmapped.src_dag,unmapped.src_edl,unmapped.src_model,unmapped.src_osfamily,unmapped.src_osversion,unmapped.src_profile,unmapped.src_uuid,unmapped.src_vendor,unmapped.sub_type,unmapped.subcategory_of_app,unmapped.subject_of_email,unmapped.technology_of_app,unmapped.threat_category,unmapped.threat_id,unmapped.to_zone,unmapped.tunnel_type,unmapped.tunneled_app,unmapped.url_category_list,unmapped.url_category_value,unmapped.url_idx,unmapped.user_agent,unmapped.vsys,unmapped.vsys_name
99,THREAT,,chris.martin@example.com,42d0d22a-7f8a-4966-9754-257b6e525eb4,,Ragnarok Shadowblade,Microsoft Azure,Network Activity,4,Network Activity,4001,,tcp,security,Palo Alto Networks Firewall,Palo Alto Networks,GW-FW03-STAGE,3453455,,0,c47bdf19-daf1-4d46-9b6a-524ea68e833f,,[697.152.46.38],192.0.2.4,Germany,,17472,,THREAT,-,THREAT,2024/01/30 16:17:40,2024/01/30 16:17:40,Palo Alto Networks Firewall,Palo Alto Networks,,2342342,1.1.4-XK.8,agentSyslog,"[{""type_id"": ""2"", ""type"": ""IP Address"", ""name"": ""src_endpoint.ip"", ""value"": ""192.168.0.5""}]",log_session_8136213136238072612,3,1,CLUSTER-DB05-INT,198.51.100.1,203.0.113.6,Germany,,58835,Other,99,log_2,0324-65-24W09:88:96.755-84:80,1706649462346864640,,,,,,,Network Activity: Other,400199,3D8960018943670626,,RcQtS,EeAXEnhuew,"LObN-oy-ttqPJTn,iAyR-pU-LktVGPeF-akTY,sVj-TpClM-TLgwiutdpHPJf,RgEkUC-pmpJR-yfGGEzIcvXT,BeDgcOKMz-OQi",,,,,,jtziIqpsn-7-1,56,1,3,2,hyETSp-kL-xsIgAD,,,,,,,,,,,9,"""5.O69qbB43361464t24TIa402pui57Z7U6ivmQ6pfMIt296j13n7VZ1jb12W9S2U354970Q9C48Sshy3807366K99C8j929o51nO1W7u47xd82919Is249L19TkK3F9.69h5OO7K0HF6Ml82LJUub7502049L89u18Dyw2oSxP6253o2C9a5mN092h4x08963i969J7xGwf9Qc6B3gl93tm38x0P84n040U6R786cm636ZCX2Sq4P1b06y368:59596/""",6,,5P79B967,RXGoAc,2,,,IvDqkRuk4/7,fn,,,,20741,88505,,,,,YZiIkKZZ9/1.529,4,,,,,,,6340351560,,,,2,7,6,Bi_eDd_Tjyf_bQqofKztpegkko-RyCcrWlh-byDKR,7583k23C-274L-3w9E-z285-j3647f1696c5,"TP,",,,,,jessica.clark@mockmailing.org,,,,informational,,,,,,,,,,ynD,JNSPzOnnm-AFhgpi,,GtHTcms-ubECC,l/S,(9009),aXjQPSv,E/i,viY,TcyNADW-mx-aKJmlkHKh,BkMhhlx-xH-ULhuPDizL,8,,WxUw7,
99,THREAT,,chris.martin@example.com,c47bdf19-daf1-4d46-9b6a-524ea68e833f,,Ragnarok Shadowblade,DocuSign,Network Activity,4,Network Activity,4001,,tcp,security,Palo Alto Networks Firewall,Palo Alto Networks,GW-FW03-STAGE,3457345,,0,d22f6f8c-2a34-4fc2-9a08-17f442e3d86d,,[07.205.362.68],203.0.113.8,Mexico,,443,,THREAT,-,THREAT,2024/01/30 16:17:40,2024/01/30 16:17:40,Palo Alto Networks Firewall,Palo Alto Networks,,1231231,3.6.0-lz.3,agentSyslog,"[{""type_id"": ""4"", ""type"": ""User Name"", ""name"": ""actor.user.name"", ""value"": ""alice_smith""}]",log_session_8136213136238072612,3,1,DB-SQL03-TEST,198.51.100.9,172.16.0.9,United States,,09806,Other,99,log_2,5829-97-00h60:81:92.580-34:18,1706649462346864640,,,,,,,Network Activity: Other,400199,4c1805157074652128,,slfyD,jWdXnmwUhL,"TFKK-qf-YqEcIsO,whKi-zK-cRQruMzF-FZjG,Ckv-MNnwG-kIFhMCPmrfYlK,CvBzTP-jItfH-hXuCjGNQKOI,gHxESOQNU-qlb",,,,,,qQUSTqoHk-7-2,97,4,4,9,JgngCd-km-rWpXvt,,,,,,,,,,,5,"""ArfBnQMDuEtzD.BzNBUYQeIYKcv.ZVL/""",3,,4v92T027,bDcuaB,7,,,TMjQPYtW5/5,kO,,,,081,82949,,,,,pJKIXYFn2/9.915,4,,,,,,,4492772656,,,,5,9,3,np_qeT_OQTR_CfsGQBexpzXPEW-BopDQwtJ-KzENN,6410K68F-116K-1y6R-k160-y9696x8166R7,"KH,",,,,,alice.smith@example.org,,,,informational,,,,,,,,,,WJR,wOZlMwRtr-DEDVIx,,BadMFQI-cCpqE,E/T,(0063),eInDDPv,L/Y,bBu,"Tvuyab-KMn-mszWEEAN,iCM-TGBr",uSoaVN-fUy-jOAAXwqq,1,,BzUN1,
99,THREAT,,chris.martin@sampleco.co,5f4bca98-5b6d-4019-b3e3-ee54108c20fc,,Venus Starlight,Microsoft Azure,Network Activity,4,Network Activity,4001,,tcp,security,Palo Alto Networks Firewall,Palo Alto Networks,GW-FW03-STAGE,3453455,,0,d6aef9b3-c26a-4f4e-a4cc-021d0580d0d6,,[31.182.343.94],192.0.2.7,Germany,,443,,THREAT,-,THREAT,2024/01/30 16:17:40,2024/01/30 16:17:40,Palo Alto Networks Firewall,Palo Alto Networks,,1231123,7.4.1-Xg.0,agentSyslog,"[{""type_id"": ""1"", ""type"": ""Hostname"", ""name"": ""src_endpoint.hostname"", ""value"": ""host_alpha""}]",log_session_8136213136238072612,3,1,DB-SQL03-TEST,192.0.2.1,192.0.2.3,Canada,,51289,Other,99,log_2,2525-86-31R22:36:62.669-05:51,1706649462346864640,,,,,,,Network Activity: Other,400199,6L6485657023811192,,AwLFp,FphsfWXjmp,"DMVX-MG-XgFxVzz,ULEk-Xt-jZWIfWrn-wFGY,OWG-JWFqq-HKEOBWUlKffQL,sxaTJQ-qbmiR-OGxdPhtTTkc,KkyJXIgAg-Cyk",,,,,,TaEBlfxqq-3-8,15,1,2,9,wquBVM-fv-upLMOg,,,,,,,,,,,8,"""akwIHcYYqEnG.UnrsHDdXrH.EZh/""",4,,8l28z663,wDGiZH,9,,,smNccJCM6/9,CK,,,,692,22348,,,,,zWmJdhRp6/8.677,0,,,,,,,3183396270,,,,2,6,0,Lu_CXZ_KNVM_XYAjHLytmrhkNM-PlQDNZaO-cOQZO,1485T96R-220N-7q0v-Q847-W1737X4053S1,"ct,",,,,,anna.hall@custommail.io,,,,informational,,,,,,,,,,EPx,SYHwXxDMt-gNUFyJ,,PBsnGYv-xFgzg,T/E,(5398),qAospUm,J/V,opb,"CTxlMj-pvj-qhqkblLr,Qkf-HWWJ",NGNcZx-SnR-LaIEbdxS,2,,EKTv4,
99,THREAT,,lisa.brown@nonexistentmail.net,6ad8316b-9a4a-4bf4-bf97-20171764e00a,,Zara Midnightshadow,Microsoft 365,Network Activity,4,Network Activity,4001,,tcp,security,Palo Alto Networks Firewall,Palo Alto Networks,LB-LOAD02-DR,3453455,,0,6ad8316b-9a4a-4bf4-bf97-20171764e00a,,[98.342.671.954],172.16.0.1,United States,,443,,THREAT,-,THREAT,2024/01/30 16:17:40,2024/01/30 16:17:40,Palo Alto Networks Firewall,Palo Alto Networks,,5234242,5.3.4-ef.0,agentSyslog,"[{""type_id"": ""4"", ""type"": ""User Name"", ""name"": ""actor.user.name"", ""value"": ""alice_smith""}]",log_session_8136213136238072612,3,1,VM-DEV04-APP,198.51.100.4,127.0.0.1,United States,,09289,Other,99,log_2,8367-62-49c83:12:78.728-22:54,1706649462346864640,,,,,,,Network Activity: Other,400199,7a4724750007468831,,RGYHw,ShnrKDJxPX,"kvQF-fs-cGPrzDv,mzRa-Bx-PyuneMne-MtAo,cVn-AmzQO-rEPYWWWmUTOsf,UTHiOs-Znfvt-JqABEhEpKGo,FQzGCwAwc-UTX",,,,,,uSvpTMpvZ-7-3,74,2,9,7,yyNGzJ-Jm-zWnDBR,,,,,,,,,,,0,"""UiDEQp6bEuQ.ZyUMPtATwjWa.vkR/""",7,,1C49e639,SAVGhGP,9,,,ESNWJGPO0/3.995,Kz,,,,546,86581,,,,,wAJDQdvN8/7,5,,,,,,,3361042612,,,,7,0,1,AI_ypC_dVCg_LdUdIJrLat,l0o186QS-S511-83h4-6aO0-2CI284Efx6u3,"ke,",,,,,melissa.kelly@dummyinbox.net,,,,informational,,,,,,,,,,OHJ,bHSULPOBJ-ZrCyka,,KmvUqna-beKMN,e/v,(7368),hrv,K/W,CGz,"XCNSRB-UIZ-GvJRGeex,JAs-IuGm",asQwPJ-WwI-pDvGvqGP,3,,BJgk9,
99,THREAT,,chris.martin@sampleco.co,6a271f0d-af67-4e3b-9dfe-39909bb3e376,,Ignatius Inferno,Microsoft Azure,Network Activity,4,Network Activity,4001,,tcp,security,Palo Alto Networks Firewall,Palo Alto Networks,GW-FW03-STAGE,3453455,,0,9058a660-bbb7-4b63-b3fb-0a1c3dfb0d46,,[49.806.093.50],192.168.0.4,Germany,,443,,THREAT,-,THREAT,2024/01/30 16:17:40,2024/01/30 16:17:40,Palo Alto Networks Firewall,Palo Alto Networks,,3457345,6.6.9-fK.6,agentSyslog,"[{""type_id"": ""3"", ""type"": ""MAC Address"", ""name"": ""dst_endpoint.mac"", ""value"": ""52:54:00:AB:CD:EF""}]",log_session_8136213136238072612,3,1,SRV-WEB02-QA,192.0.2.6,192.0.2.2,Canada,,84364,Other,99,log_2,1993-16-26J62:82:33.916-15:77,1706649462346864640,,,,,,,Network Activity: Other,400199,7a4227276638779611,,lEthY,uuSurJyFlH,"kcxZ-Fl-HrVJFcm,cecU-Cm-oWSgRmPG-yYpF,tkB-WYNYu-HAEOIpqxLtWff,DVtwJV-QSRMy-zvQkdexKqiO,pRdWBBDkk-ubq",,,,,,jPKeDGZda-3-6,88,9,4,1,YpQzSP-MF-cxzSay,,,,,,,,,,,4,"""laogn.ANJBiyNl.kgl/""",4,,5L48n624,sfVseb,8,,,iOCJXkem6/1,sz,,,,849,68907,,,,,EXMwBpnI0/9.124,0,,,,,,,4972664709,,,,7,8,5,YI_JKm_GpZL_dKICfsC-ATTZKm,U81X863k-3w75-9h0a-28dr-74191CPZ2428,"zx,",,,,,sarah.wilson@example.com,,,,informational,,,,,,,,,,rpw,ecxsYXyDU-VBXFHb,,fRtrcqC-XWlDw,t/C,(4420),QasAgoJ,a/H,eLe,"wxCABkAl-OWN-PSJTxkhW-HIsT,YHT-vkYn",XqAepCQC-htI-nEqTGwHm-PCdC,0,,RXCK3,
99,THREAT,,emily.white@example.com,8b201ded-12c1-4a3b-8a36-df548fa0a745,,Zara Midnightshadow,GitHub,Network Activity,4,Network Activity,4001,,tcp,security,Palo Alto Networks Firewall,Palo Alto Networks,CLUSTER-DB05-INT,6456456,,0,f54de0da-89e3-4f11-91de-3c7a7ad5e372,,[080.313.25.45],172.16.0.2,Russia,,17472,,THREAT,-,THREAT,2024/01/30 16:17:40,2024/01/30 16:17:40,Palo Alto Networks Firewall,Palo Alto Networks,,6456456,6.9.7-bE.8,agentSyslog,"[{""type_id"": ""2"", ""type"": ""IP Address"", ""name"": ""dst_endpoint.ip"", ""value"": ""10.0.0.1""}]",log_session_8136213136238072612,3,1,FW-PALOALT02-SEC,198.51.100.9,192.0.2.4,China,,61544,Other,99,log_2,5634-69-93d45:17:46.744-32:57,1706649462346864640,,,,,,,Network Activity: Other,400199,9M4136894008506038,,WwKwJ,PsOPwEHrxv,"VCVn-ny-TiEjacI,TWZP-eZ-NPlCKjLy-ngns,lfe-oUErr-xEodOQEKKxKwp,ujUDor-gRpzc-ivMkTPSkFjM,HouJczMYd-ohv",,,,,,RJLQzvXHE-9-5,93,1,6,5,uGQoLE-JN-FrJaqJ,,,,,,,,,,,1,"""4.L53mvH29433542V76qUZ418FaC68E8e2RgkC6tyKgq582T66g8se2ky66H2z1n978497D6e83gwOM7702424p64s4a353h09ba5y8f67RD74589cQ427o05KwQ0b6.89P1iH5O9DR9Ol97AzYEb5253813F02U17vyp9knRw6582b7P5x5bp774z9j63998q592N1GFxW0Qb5l1aF95DR15g0d13E442P1g838oE624REp2gl8M0D51Z983:11872/""",5,,5N00L932,vDnbum,6,,,YPFWHuLZ7/5,DE,,,,54159,42726,,,,,WoQdGucd0/2.443,3,,,,,,,3656403954,,,,1,4,1,sh_LyK_IZKW_mKyCruqmnGSOpz-OhBHqukd-SgsJq,4499t72c-089K-6T4a-D079-i1023A2665s7,"Jp,",,,,,mark.miller@yourtestmail.biz,,,,informational,,,,,,,,,,umc,nTPybvSad-zioKLh,,CqaynrU-BqVVz,W/B,(4818),mfbVMFT,t/M,rIU,eFgLXrd-kB-MKrSrHeLg,XgQEJLI-xG-ichsJmoAh,1,,KpGl4,
99,THREAT,,alice.smith@example.org,c4f78908-3834-4e96-8d5b-5a9b4b671951,,Ignatius Inferno,Microsoft 365,Network Activity,4,Network Activity,4001,,tcp,security,Palo Alto Networks Firewall,Palo Alto Networks,DB-SQL03-TEST,6456456,,0,04c6f792-cda4-4f9b-95e8-d0edf8dfbe5a,,[135.403.152.01],192.168.0.6,United States,,17472,,THREAT,-,THREAT,2024/01/30 16:17:40,2024/01/30 16:17:40,Palo Alto Networks Firewall,Palo Alto Networks,,3457345,0.7.4-ua.1,agentSyslog,"[{""type_id"": ""2"", ""type"": ""IP Address"", ""name"": ""dst_endpoint.ip"", ""value"": ""10.0.0.1""}]",log_session_8136213136238072612,3,1,GW-FW03-STAGE,198.51.100.5,198.51.100.1,Russia,,39715,Other,99,log_2,4257-86-03y08:64:42.506-09:79,1706649462346864640,,,,,,,Network Activity: Other,400199,3e3850785236908717,,hEARt,kxvHoUDoxR,"ecSo-xp-ViOtWnv,gcoy-uS-VDGBXbNO-nkyT,jxS-NCCvA-YeqLmAmDxsIbL,RdJqyQ-Smyrm-ivJCJBlIMud,iFIRNvvgW-DMc",,,,,,YKDZbHNfg-5-6,73,8,2,8,SwrDwd-RV-JKPLhn,,,,,,,,,,,1,"""5.N47bdH19863791s58XMr080uDJ99q9m9qARo0XkyuT689R37L3Eg5gc13O1L2B235869E6t67MrFl9796462l63J2w350W75OS6r6H97Ay30491mG083h45Vct4o5.79Y6Zd0R7NI4Rp37pZzkR1731225j07Q39tPs6nhqh4908y3y1o3vV352c3q87159u185x8vrIn6QQ4f2dw12Ux60u1z48J121w2K050Ck715twS0Eg2H5h48o558:13103/""",8,,5l51X391,ddHiZW,5,,,fXqQvChP0/5,Is,,,,55706,08390,,,,,tSMwJAVj3/5.610,3,,,,,,,6207783302,,,,6,5,7,iF_dRk_qxSq_SPzSnJSTUVeEpJ-dBMyoCqo-sZqGb,9076Q73a-964N-2W6D-s584-X3034T3507Q4,"ZU,",,,,,emily.white@dummyemail.biz,,,,informational,,,,,,,,,,Sns,QjIGGRrRG-HLwttf,,jBGqzPX-Mhgza,C/s,(2657),wnBXbwO,l/t,CHX,aDCGxxn-bp-upZGVFKYK,fLbXtUF-nE-TZWHjqJtq,8,,UfAZ6,
99,THREAT,,kevin.green@example.com,7cfa9ac2-6e0e-4f7b-aa55-ff833204ea03,,Luna Moonshadow,Google Workspace,Network Activity,4,Network Activity,4001,,tcp,security,Palo Alto Networks Firewall,Palo Alto Networks,NAS-STOR01-UAT,1231231,,0,883a35a5-4e3c-4a0c-a7f9-4f6a1a6b461e,,[17.676.710.69],192.0.2.9,United States,,443,,THREAT,-,THREAT,2024/01/30 16:17:40,2024/01/30 16:17:40,Palo Alto Networks Firewall,Palo Alto Networks,,6456456,7.2.3-FT.2,agentSyslog,"[{""type_id"": ""2"", ""type"": ""IP Address"", ""name"": ""dst_endpoint.ip"", ""value"": ""10.0.0.1""}]",log_session_8136213136238072612,3,1,LB-LOAD02-DR,198.51.100.2,172.16.0.9,Canada,,32546,Other,99,log_2,4577-60-70o98:48:25.932-84:28,1706649462346864640,,,,,,,Network Activity: Other,400199,4c1927547261209894,,ohYEk,ZAyYaViaGX,"qqla-DL-CHFXxHZ,rivP-Tn-zEocxkpE-wlhp,cKO-LRlbF-AbhkhVQJKhsYX,DMpudg-YhFzV-ICZBhSFITrK,TxNfCbEOb-BIb",,,,,,UbbjaENnd-9-5,76,3,3,6,tVDxOj-yt-dDUDob,,,,,,,,,,,8,"""NfcNFLTfPFnzg.SxRtWHaurRyWS.GsD/""",0,,9u13E765,pzDzbS,4,,,dwvHArNj2/3,nE,,,,407,12345,,,,,HQjCOBXw6/2.186,7,,,,,,,6537044924,,,,0,0,7,rg_QXp_YTyJ_fDifFTlHfjACZH-qSxMvMKG-SuHDj,3560m85O-425n-5I5t-W553-J3193V2402k0,"QP,",,,,,mike.anderson@example.com,,,,informational,,,,,,,,,,YZK,kzQoAdCLI-kPRFbG,,BhocLLV-ZBnPb,B/K,(5292),jMynWrt,Z/u,QGO,"MbtNmH-Tkz-UdtNSGGJ,ZAN-Ytyo",DRhFCT-jcU-UpzQJCld,7,,RUlE2,
99,THREAT,,anna.hall@custommail.io,ee05e1d1-e4a8-4ad2-a20f-c3d86b09127f,,Maximus Stormbringer,Microsoft 365,Network Activity,4,Network Activity,4001,,tcp,security,Palo Alto Networks Firewall,Palo Alto Networks,CLUSTER-DB05-INT,5234242,,0,e4d542e8-b6d3-4a33-9a78-376406d188b8,,[04.7.16.515],203.0.113.1,United States,,443,,THREAT,-,THREAT,2024/01/30 16:17:40,2024/01/30 16:17:40,Palo Alto Networks Firewall,Palo Alto Networks,,6456456,2.8.8-hu.5,agentSyslog,"[{""type_id"": ""4"", ""type"": ""User Name"", ""name"": ""actor.user.name"", ""value"": ""alice_smith""}]",log_session_8136213136238072612,3,1,CLUSTER-DB05-INT,172.16.0.5,192.0.2.3,Russia,,42428,Other,99,log_2,4520-05-06V75:22:00.677-69:34,1706649462346864640,,,,,,,Network Activity: Other,400199,3x0922658510509734,,WkvRY,yYXgNAMjYy,"fGDR-gy-mXiTGIc,ROJI-es-ymXOtFNI-pMQg,gma-NdwCV-QzLDjsWIEoHim,QBdyTf-FeKbq-eqWdmtWjqlE,UBUPulhjS-bSy",,,,,,YhuxNxFgk-3-8,73,6,1,3,CLdlNL-Sj-kxMPMz,,,,,,,,,,,0,"""CoHUaUanXciu.LkFUp.xnjePXqtivH.AbC/""",6,,2p96w317,doOxrp,3,,,eslafRKD7/4,RV,,,,381,36823,,,,,CnBGEMnF7/9.605,1,,,,,,,2313332112,,,,3,4,7,gd_DBI_lCjx_ecQiJNAXUjfTJh-kktXcLQj-wVZrV,1545V92A-856U-4m5r-W479-y7651V5201K9,"Fr,",,,,,john.doe@example.com,,,,informational,,,,,,,,,,FDU,eKVmxpxgm-wnbrXc,,aNQWcEU-BsTtB,q/k,(3598),sNoOmDz,t/d,XnH,"SUsilgKP-ANz-dVBLJMaa-ZEUv,pis-NzjI",wzgOZWZz-hzN-ReyVIkdw-jpGw,5,,PLMt7,
99,THREAT,,chris.martin@sampleco.co,5c3e0014-4b0c-4dd4-82b4-5449a04e12a0,,Ignatius Inferno,SAP,Network Activity,4,Network Activity,4001,,tcp,security,Palo Alto Networks Firewall,Palo Alto Networks,LB-LOAD02-DR,5234242,,0,f719864a-d489-4483-b8a4-c235cf6f32e1,,[97.300.408.30],10.0.0.8,United States,,443,,THREAT,-,THREAT,2024/01/30 16:17:40,2024/01/30 16:17:40,Palo Alto Networks Firewall,Palo Alto Networks,,3457345,3.8.3-TB.4,agentSyslog,"[{""type_id"": ""1"", ""type"": ""Hostname"", ""name"": ""src_endpoint.hostname"", ""value"": ""host_alpha""}]",log_session_8136213136238072612,3,1,LB-LOAD02-DR,203.0.113.2,192.168.0.1,United States,,89201,Other,99,log_2,3099-33-30d76:05:80.735-73:62,1706649462346864640,,,,,,,Network Activity: Other,400199,6W8184962258648184,,JjYQF,bRmtyCzeNl,"gyAg-mW-AlfwoOG,QkgJ-MH-NbJeEAtF-NEYq,XNB-wqgJL-faIYZRTaARMDY,nUBRph-eBVep-AKevSrCGwNG,vKMxFOObF-Izo",,,,,,HoNpkVcYP-2-7,65,6,9,8,lbwjfm-Yf-NsqqWE,,,,,,,,,,,3,"""XvelsDxIGcQrJ.KvZcGZCEVmHlG.Tor/""",0,,0h26L505,yKuELB,6,,,NWgnANyV4/0,Uw,,,,693,43827,,,,,AgUmObJZ9/3.830,1,,,,,,,0665771641,,,,0,7,5,EO_LZJ_IfOF_bQfhaLMhtZFnwo-pWMFXzFI-lbKqu,8476P25B-565L-7t8k-l488-a3261G9527t1,"tG,",,,,,alice.smith@example.com,,,,informational,,,,,,,,,,SGB,rKrcOwURb-IuyTjM,,SlVfsoL-EMGsJ,v/d,(5978),LHrHIsN,r/w,EzB,"HdyUhK-bjL-mhAVzNOb,biD-glKO",OSHqpT-qec-MkOLASPC,3,,zmQa9,
99,THREAT,,anna.hall@custommail.io,b68c8b07-e684-4a23-9c7f-d927c6f23f19,,Astra Solarflare,Twilio,Network Activity,4,Network Activity,4001,,tcp,security,Palo Alto Networks Firewall,Palo Alto Networks,FW-EX01-DEV,2342342,,0,0eaf3430-0ea6-48f4-9604-e0a2f07e5b6d,,[20.217.053.28],10.0.0.7,Mexico,,443,,THREAT,-,THREAT,2024/01/30 16:17:40,2024/01/30 16:17:40,Palo Alto Networks Firewall,Palo Alto Networks,,3453455,2.4.8-rz.4,agentSyslog,"[{""type_id"": ""4"", ""type"": ""User Name"", ""name"": ""actor.user.name"", ""value"": ""alice_smith""}]",log_session_8136213136238072612,3,1,FW-EX01-DEV,172.16.0.4,192.0.2.2,Canada,,09891,Other,99,log_2,4110-92-96h16:32:03.142-69:73,1706649462346864640,,,,,,,Network Activity: Other,400199,1r0085470543829943,,YVqmd,KivsBZHPqu,"GeaZ-So-DGrNBHj,bHdE-Xh-mORsWodK-gUOA,cJc-eyyKk-TWKppnwVJauKt,fbTpCx-WJcDc-lARauVFHupJ,onZpVQVNQ-RgN",,,,,,YKHGBlDNY-7-5,00,6,4,4,Rilmng-nw-kngKok,,,,,,,,,,,8,"""dDKUBujLMjHqB.JlTtZfgbtOMrS.ZCT/""",3,,3F67n846,XVZKTs,9,,,pDngWQTC8/2,oe,,,,394,78532,,,,,oBhSVuWq8/1.639,8,,,,,,,8760489893,,,,2,7,4,vu_Gtn_twoW_djQZEuxcYflJpV-rinLzxSx-BdDSD,9069u89g-894I-4e9s-i981-p6928l9938n7,"cF,",,,,,anna.hall@custommail.io,,,,informational,,,,,,,,,,sFO,JVCINrnEE-PMtulk,,RvAmYqd-bMzUk,p/S,(6946),RGjvZTt,n/G,klt,"fIFarz-tXZ-yDNyEsHa,Ilc-qNHJ",iHJgLP-KLM-GVKTTqze,6,,ExpZ6,
99,THREAT,,john.doe@acme.com,81d09fe3-3560-47fb-b1a7-3035a8252bbd,,Orion Lightningstrike,Salesforce,Network Activity,4,Network Activity,4001,,tcp,security,Palo Alto Networks Firewall,Palo Alto Networks,NAS-STOR01-UAT,4564363,,0,e2a5f97c-2c65-404f-ae48-571354ca95f7,,[148.372.870.55],192.0.2.3,United States,,17472,,THREAT,-,THREAT,2024/01/30 16:17:40,2024/01/30 16:17:40,Palo Alto Networks Firewall,Palo Alto Networks,,3453455,2.7.9-ij.9,agentSyslog,"[{""type_id"": ""2"", ""type"": ""IP Address"", ""name"": ""src_endpoint.ip"", ""value"": ""192.168.0.5""}]",log_session_8136213136238072612,3,1,DB-SQL03-TEST,10.0.0.9,1.1.1.1,United States,,27533,Other,99,log_2,9268-98-58M76:75:66.559-97:41,1706649462346864640,,,,,,,Network Activity: Other,400199,2j2883223041014910,,iQoOU,IthWNsGarS,"Fodj-Dt-ReTXDrZ,HDwB-fp-AOvYjZLd-Jcyt,aKv-ifctn-EdpQQOmjXAIdr,RoeCPN-osAsY-cmjdLjQWjSY,LxKDzrCKj-iBo",,,,,,mTyoYwfTP-8-1,21,9,7,9,GaeEee-Xw-TGWosF,,,,,,,,,,,3,"""7.x88QUc90417311y38VnM569DkB30o8Z5zkok3fcQrp130r68B7dR9Nh63v2a0D490765b9L09pIRB6057468h57Q1d997B93jy1u1J63uZ81443wW944W78Joq8G1.99h5Dw2Y8Hi3Fj94FKTHt9030079L81e58JVD9imoT3038u4P6d1yL006R5r08015y450D0yist2oY8q1Fi98au31m1M66V745l5k752vv576haA5Cx5B4S08Z582:07795/""",5,,5s66L967,PDWNBI,6,,,xgpQvHKh1/1,DU,,,,95734,0745,,,,,zUteRqje7/8.450,2,,,,,,,4944908464,,,,6,0,6,Hp_mXw_sTyE_xkwskll-hdqpsf,b74R170v-4u76-9w1p-47yr-65905cqL8740,"Zu,",,,,,john.doe@acme.com,,,,informational,,,,,,,,,,Vau,IwAgyaEdK-SzMEOi,,cjsMzaz-ZOXdA,G/A,(9252),wDiGEoZ,T/e,AnA,HWcbyPg-Mk-QvVEyReYR,WFaQFHM-Qi-xMudxRCWe,1,,Cmmf9,
