activity_id,activity_name,actor.session.uid,actor.user.credential_uid,actor.user.email_addr,actor.user.org.uid,actor.user.type,actor.user.type_id,actor.user.uid,api.response.code,category_name,category_uid,class_name,class_uid,cloud.org.uid,dataSource.category,dataSource.name,dataSource.vendor,device.ip,device.is_compliant,device.is_managed,device.os.type,device.os.type_id,dst_endpoint.uid,event.type,http_request.user_agent,message,metadata.correlation_uid,metadata.original_time,metadata.product.name,metadata.product.vendor_name,metadata.product.version,metadata.uid,metadata.version,service.name,session,severity,severity_id,site.id,src_endpoint.ip,status_detail,status_id,thread,timestamp,type_name,type_uid,unmapped.Actor,unmapped.ActorContextId,unmapped.ActorIpAddress,unmapped.AppAccessContext.CorrelationId,unmapped.AppAccessContext.UniqueTokenId,unmapped.AppId,unmapped.ApplicationDisplayName,unmapped.ApplicationId,unmapped.AuthenticationType,unmapped.AzureActiveDirectoryEventType,unmapped.BrowserName,unmapped.BrowserVersion,unmapped.ClientAppId,unmapped.ClientIP,unmapped.ClientIPAddress,unmapped.ClientInfoString,unmapped.ClientProcessName,unmapped.ClientRequestId,unmapped.ClientVersion,unmapped.DeviceProperties,unmapped.ErrorNumber,unmapped.ExtendedProperties,unmapped.ExternalAccess,unmapped.Folders,unmapped.InterSystemsId,unmapped.InternalLogonType,unmapped.IntraSystemId,unmapped.Item,unmapped.ItemType,unmapped.LogonError,unmapped.LogonType,unmapped.LogonUserDisplayName,unmapped.LogonUserSid,unmapped.MailboxGuid,unmapped.MailboxOwnerSid,unmapped.MailboxOwnerUPN,unmapped.ObjectId,unmapped.Operation,unmapped.OperationCount,unmapped.OperationProperties,unmapped.OrganizationName,unmapped.OriginatingServer,unmapped.ResultStatus,unmapped.SessionId,unmapped.Target,unmapped.TargetContextId,unmapped.UserId,unmapped.UserKey,unmapped.operation,unmapped.recordType,unmapped.userType,user.type,user.type_id,user.uid
99,UserLoginFailed,,,bob.jones@fakecorp.net,,User,2,5f4bca98-5b6d-4019-b3e3-ee54108c20fc,,Uncategorized,0,Base Event,0,5197Y4w4-828j-7977-1a46-H767d86B39E4,security,Microsoft O365,Microsoft,,,,,,,UserLoginFailed,,-,,2024-01-22T03:31:43,AzureActiveDirectory,Microsoft,5,4e09f1c4-2999-451c-9426-15a9e254e23d,5.5.0,,log_session_9100378864597745983,3,0,1500208142010913854,,,1,default,1706495443444305808,Base Event: Other,99,"[{""Kblc"":3,""Lu"":""6b0S2rm5-4341-2MHF-f747-tZ111BZ6dk87""}, {""TyFX"":3,""eB"":""pODedUnAQoy@jgloDxRhkIXJowtAInY.jFbLnLnjAcO.YJx""}]",0202i7x7-045w-2643-8u07-G923N64V66Q6,724.851.790.46,,,,,99354668-6679-2VN9-Bo83-556803494488,,2,,,,695.930.475.73,,,,,,"[{""KtORM"":""jtBKLtb"",""NQmk"":""oZ""}, {""bVvdk"":""WH"",""WcUQ"":""YyOLGAHRPSG""}, {""TmQAY"":""18jX1067-480k-5iH4-v27R-Fsw2p4254hL5"",""bski"":""jLGeOwxUW""}]",73326,"[{""MKJug"":""FZPbjOD"",""RVfg"":""AzdfmtXXWLdiwpIDbq""}, {""twhdh"":""iRjZzMf\/3.3 (pxrebGaCey; zHya 59.4; gVzFllp eA 8.6; BTyUGlo\/2.9; UK mIdeOZiwr; oTaTTuFqB; Wea|jaRaZVAAv|krtHklW\/53.2.4.6871|wxqPSZxStdh)"",""qgqH"":""oNvPjXfwm""}, {""rCaEG"":""JmtXA6:pJLZBvHDF"",""BlLN"":""TfDRMjTmHXG""}]",,,656437U5-A6S9-4346-t19O-233b21276254,,17K99Q96-Xv96-9S7K-625t-j8oq7P0K3167,,,ImGvDKchKKUoHKwdjo,,,,,,,61608771-2034-6hT8-dK48-027601403541,OPaBLIrKfzsScvl,,,,,WEcpQVU,,"[{""pkAx"":2,""Bx"":""82320474-0656-4af8-Ep27-848859107820""}]",4896h8c2-478E-5319-6s53-C947Y49K24Q4,GtZSbcMPwwf@bvdlxfOiARiFrRCsxRL.nhyLPVcnYpb.pjQ,4b0w5qF6-9768-4xFi-F256-Dj793NX5ET75,,65,2,qyXu,9,59175926-0480-1ZU1-SA22-133688700047
99,UserLoginFailed,,,john.doe@example.com,,User,0,d1cc93b4-5d01-48c2-8309-903c8f1accc2,,Uncategorized,0,Base Event,0,4418m0p3-105o-0061-6I09-l727s50U47y4,security,Microsoft O365,Microsoft,,,,,,,UserLoginFailed,,-,,2024-01-22T03:28:03,AzureActiveDirectory,Microsoft,6,9058a660-bbb7-4b63-b3fb-0a1c3dfb0d46,2.4.9,,log_session_9100378864597745983,3,0,1500208142010913854,,,1,default,1706495443444756184,Base Event: Other,99,"[{""nxov"":7,""rv"":""0B5V5kb1-6157-8kFs-e907-BJ062gI0dx13""}, {""bUbk"":4,""cs"":""GetdbtLCpAe@eGBkeduvXvCkGWyzgPj.RiCIKmJWfFh.OPZ""}]",3337c6e8-256a-3635-9S76-i730X50b55G7,764.273.049.91,,,,,00283431-6743-2jc5-TF77-532121160269,,8,,,,419.493.528.94,,,,,,"[{""fvYlz"":""FmTfCFA"",""RyRD"":""fE""}, {""BbRpd"":""Oj"",""bQjA"":""GPMGFvaRGyT""}, {""ZqjTr"":""17Lw6982-874k-4DT8-h78g-MwX3l2153gc9"",""bKko"":""QHfybleLy""}]",47856,"[{""EwEDT"":""KJNAlVZ"",""TEoO"":""jMPmaOHaYNRERPYwDa""}, {""dtFDp"":""CosONik\/3.3 (DZTThkIFXd; FwHx 54.2; EozvvVi JH 6.3; WVCBJjn\/7.3; Xf aFhihMEQp; fHlfZRUAf; RqL|zUPSrpbuk|QMbjhKR\/36.5.4.3988|bXstJQrwizh)"",""rnQn"":""StHDoihqY""}, {""vPujS"":""xmuBZ9:AGJitxDBs"",""NPly"":""nihHHSpZdBv""}]",,,5H2392A6-z47X-7019-A35K-11P49kr7Nx63,,c69z15D3-87s7-5P69-D084-Ie151U895184,,,NwQGmBDPvFaxUIpzlQ,,,,,,,01446449-3288-3Sy2-Ym51-882700281276,vQoDEuEndfOuOrC,,,,,QnMrkCe,,"[{""iDGP"":0,""Im"":""38359881-1835-0bE7-SR34-481168081522""}]",2392L1E5-730L-3293-6D35-g287O92z93r1,uDJsVsoDTZT@qfzuDGLbmbCJMHEPMeS.HquWPgQsizH.knZ,7J3z2cf6-9670-7HCi-O525-oO555gx5Fe67,,17,7,mMyR,6,13024309-4990-0Jk9-hl42-228232712376
99,UserLoginFailed,,,john.doe@example.com,,User,8,6a271f0d-af67-4e3b-9dfe-39909bb3e376,,Uncategorized,0,Base Event,0,2252s4y1-989L-5051-0J04-n122g44m88b8,security,Microsoft O365,Microsoft,,,,,,,UserLoginFailed,,-,,2024-01-22T03:30:42,AzureActiveDirectory,Microsoft,4,8c13d7a2-cf6a-417c-af0a-4c3c7e6e0d42,6.4.2,,log_session_9100378864597745983,3,0,1500208142010913854,,,1,default,1706495443445210621,Base Event: Other,99,"[{""FuFU"":5,""om"":""4x2R5mO4-3456-4mDW-v793-pR466fY8lC99""}, {""gpQB"":0,""Yo"":""gelTsiWVDII@nyZIYlegfHYicAaTPWp.XhyIcZXfcDa.FUr""}]",2668c2A2-150F-0223-2k31-y201g04i45t1,171.637.504.40,,,,,23788181-1882-2ei1-JW07-292078958593,,9,,,,234.612.552.99,,,,,,"[{""dBoZa"":""wNxqxKs"",""CxPz"":""XN""}, {""ShGUC"":""ba"",""zMcz"":""xyQjCtrKKCV""}, {""OuoCu"":""68mO1272-476h-9Uo1-P25z-cex7n6390eY6"",""SidX"":""UsfKMKjOv""}]",40875,"[{""FfuIV"":""QAvOQjN"",""vUiU"":""uLVKICBYFyxgtXxvVs""}, {""KFRAd"":""HigWYyB\/9.8 (SzNsYoAGyL; cAPV 51.2; AIkDWAA Ed 3.0; GrMoHAu\/5.4; YH lzyJlpdYq; diMfsdetq; NtK|gSTqAcxkI|UseCTcI\/47.3.6.8836|YSGvaVNEzZX)"",""eGtl"":""UTbriKZKx""}, {""mPqKL"":""ODrXF5:lDHnQXBHq"",""ZoPA"":""QSGDZMzrLCg""}]",,,914827N6-5231-7096-Bw82-6X33hhK2l2w5,,56739557-N7jp-6035-813i-z1V9FMW22U09,,,lAVRiZnDTftkmBhqDB,,,,,,,79255053-9235-3Kk3-QV56-220725945575,MbmbVtseiyYffee,,,,,WUbsNOv,,"[{""Kcvs"":1,""bo"":""48503563-5352-3ma7-Nc99-058105123041""}]",1358v8x7-092o-4803-9C93-d732C70W38s3,CQHdCuUVNKI@pbPlGcgoooJFgPWzrlb.UQZxXXOkyut.WtV,3k4p7wy7-3746-4KwD-K707-xu356LS0aa56,,51,2,HDhm,9,11400923-6538-3VC3-QK49-267413770659
99,UserLoginFailed,,,kevin.green@example.com,,User,6,19a1d2a0-29e7-4bd4-86d5-11c137efbd0c,,Uncategorized,0,Base Event,0,3363S3G7-397b-2414-5Y48-t109A46B85L3,security,Microsoft O365,Microsoft,,,,,,,UserLoginFailed,,-,,2024-01-22T03:31:39,AzureActiveDirectory,Microsoft,6,d0a9512d-2a8c-4c4d-a4a0-9d867f5722e5,6.4.0,,log_session_9100378864597745983,3,0,1500208142010913854,,,1,default,1706495443445664510,Base Event: Other,99,"[{""QMfk"":0,""iD"":""1h3V0lr5-4568-5Feh-r622-ms151MQ1AE39""}, {""Kzel"":0,""jp"":""KReYOkpCBJo@rRurVGQNmtTWsrsKYff.pjLRXFTbgTr.nLZ""}]",5258s6f8-681d-5911-8x12-X931w81D82b9,405.858.866.31,,,,,72076355-1079-1Fu1-ts65-948377992756,,1,,,,529.037.896.52,,,,,,"[{""eFYHG"":""vbvrKPy"",""bKLy"":""lT""}, {""mcHkg"":""hT"",""rzWR"":""cDBJwBlrEpF""}, {""TpqvC"":""53Kn8853-572h-3Pi8-v28N-mqk4D3583fh9"",""xDLt"":""SAUiAnTUO""}]",54985,"[{""vaGmY"":""WClwiqx"",""NFGZ"":""IZmwSJeVfjlHYMvsZk""}, {""hSLWu"":""JMQiOmh\/2.8 (gQHUQLYpFJ; qRkH 15.4; KVmgnds rM 5.3; pKndZsP\/2.7; Ho CldUJHNsR; YpoPwkBZQ; FyU|aEeNsTUoS|gThQBMn\/76.1.0.1652|JGtWsDCyIIQ)"",""jDup"":""EQrRoWUwN""}, {""hbTSK"":""XVnvZ9:kdbcVkXia"",""EsJc"":""PdFExhvMKve""}]",,,272342C4-42t9-9198-Kg38-2vhzr313xfP4,,Y22072oy-77ES-2a35-s1k0-6C346x7K5125,,,MmXWoFuocVdgTgefIw,,,,,,,61797006-1627-1zS5-Yz25-033729584571,GHDRPfrZXSOpCzz,,,,,vixzNbX,,"[{""OkyL"":6,""uk"":""72096378-6842-9qi3-yI98-642005382339""}]",2408y6T5-699I-4927-3W44-u651e25z27A7,ortvlSigxIv@vEqpAdENHTXwTaaZwjh.JbtSheXTkbG.ODh,6x9N2VA3-8898-2Uvj-H702-ZR458tv1ge80,,70,6,FEKg,1,98139681-2305-5bl8-nW02-161243026965
99,UserLoginFailed,,,chris.martin@sampleco.co,,User,0,d6aef9b3-c26a-4f4e-a4cc-021d0580d0d6,,Uncategorized,0,Base Event,0,1662G4q6-329X-1627-6m76-e757C58W88p0,security,Microsoft O365,Microsoft,,,,,,,UserLoginFailed,,-,,2024-01-22T03:31:30,AzureActiveDirectory,Microsoft,6,e4d542e8-b6d3-4a33-9a78-376406d188b8,8.7.0,,log_session_9100378864597745983,3,0,1500208142010913854,,,1,default,1706495443446126322,Base Event: Other,99,"[{""CjAI"":9,""yg"":""3R2z0Qj4-6166-3BZw-s947-lv123tA2Tq26""}, {""xPdt"":2,""mr"":""FVhroRPfxoq@TLzYiKyjHHOiguTqkFw.TjpHKEvVIGb.lRd""}]",5033O1I8-537w-2163-5A59-Q133I42N26H2,600.779.274.10,,,,,11991780-6625-9SF7-xB31-882841053663,,6,,,,407.622.301.87,,,,,,"[{""skPNm"":""nAKVrgr"",""PPbA"":""nS""}, {""kGrpD"":""qJ"",""ixzk"":""UtdIVHeNwsV""}, {""duYMn"":""46vz8033-949i-7Id0-Q98T-iXG8T0058es2"",""tJsk"":""iXbRbTAVx""}]",15303,"[{""wXoUF"":""bVeyvws"",""bZxf"":""SGSAEfyCrykDIWTLoZ""}, {""NrXQh"":""BGqZiXF\/7.4 (ruRUXVkKAo; wDOt 94.0; GTyVEZB AB 2.1; kmkmzrD\/3.7; gn hupGqRHGI; MAkcYichv; HJB|WOJSOQEqU|vaGXGKG\/51.7.2.8388|cqMzcQjSZke)"",""fGqR"":""oczprtgio""}, {""gosXA"":""mLexF3:vpZLWXnNN"",""yZOr"":""odMCwhiHbGD""}]",,,7o6558A5-m9KZ-4216-J93Y-7189657t212O,,07t8Am63-0l9p-50J3-983O-0kJV89617721,,,AHkabJGJEbBjpIaneJ,,,,,,,52862316-7641-3Wd3-ds86-561206497114,flmeYMNhOULNXTW,,,,,mjxUaEE,,"[{""CPPx"":5,""on"":""19245089-8680-4Dc6-QF99-790862158941""}]",2164I9V1-323l-6008-7h15-I640w03p63i8,ifWdaiKewQx@iiwvYUPryAkOBLpfvtg.CcMYZDrRwdz.ucr,9X3N1oS7-6194-7NYF-G804-RR772kn8RJ85,,1,1,zmGT,0,32836569-0128-2PC5-iD19-998956093587
99,UserLoginFailed,,,lisa.brown@example.com,,User,7,c4f78908-3834-4e96-8d5b-5a9b4b671951,,Uncategorized,0,Base Event,0,4561N1d4-440t-0580-6J98-I254u85T57i5,security,Microsoft O365,Microsoft,,,,,,,UserLoginFailed,,-,,2024-01-22T03:31:46,AzureActiveDirectory,Microsoft,6,04c6f792-cda4-4f9b-95e8-d0edf8dfbe5a,2.0.6,,log_session_9100378864597745983,3,0,1500208142010913854,,,1,default,1706495443446632268,Base Event: Other,99,"[{""sJzP"":8,""cQ"":""6j3s2MN8-5792-8Qyl-A764-Ds393jD8Ce23""}, {""AXJN"":3,""lc"":""OAxPIhXuQix@bDYZabIAVBrZhhDjBHh.yeLLjXXUqvv.STK""}]",6910d9Z0-952N-3689-8G63-F752J89I70g5,281.389.674.24,,,,,52414728-3633-2AI0-vm83-959601674340,,4,,,,674.230.041.10,,,,,,"[{""uZWFr"":""rJcrqxi"",""qHJs"":""cS""}, {""xpBnn"":""sz"",""qnYU"":""dvYVUUFvcZo""}, {""kGrjG"":""73Lx0944-079T-1nP9-H84q-ItB4B6045xv5"",""EfVl"":""sbMoTuHhg""}]",51796,"[{""UKrmL"":""UizPSuD"",""LDKw"":""sgJIXTOhppGRPVRpZx""}, {""GHcml"":""FKxpDUs\/6.1 (zgWatQIxHT; FrWc 97.0; nPTevkr An 9.6; vemWZly\/9.0; Ri KfPXLMlkD; cXrXDrjEH; cMA|BiyQsycjN|ACdZXvt\/60.0.4.6892|ANaFNUdSmmz)"",""kWtt"":""qQBBfkAov""}, {""XyewG"":""hdmnE4:uwXuiWIfW"",""dbol"":""MfirjEoiwZO""}]",,,425880O3-Z67H-0046-o12k-5h4728w0q371,,174510tI-064e-21RB-820G-OD34d7c75743,,,iNsjBsUkNYPynkjMra,,,,,,,42170467-6284-9kF7-XR54-514443206347,LpejrNSYRvGMjnR,,,,,qWQNNfi,,"[{""ZrkT"":8,""qa"":""83611347-8960-1Kc7-ic76-608630129204""}]",6231o4z9-012f-0321-0y05-n065T03J38V3,FnxxOwcayfZ@HqhpqyEwZGspJqOikCl.rcbtGNRPXoY.cxi,4K2I1bu0-6525-9hOS-a075-Fc851yi4ez42,,90,7,vXnL,2,80117670-7589-5vS6-mr87-525900310317
99,UserLoginFailed,,,alice.smith@example.com,,User,4,63547fc9-049d-4e7e-8b3f-68e5b18a0e44,,Uncategorized,0,Base Event,0,7602N6L6-158D-0050-2i48-y921N51w07V7,security,Microsoft O365,Microsoft,,,,,,,UserLoginFailed,,-,,2024-01-22T03:31:51,AzureActiveDirectory,Microsoft,6,d6aef9b3-c26a-4f4e-a4cc-021d0580d0d6,0.6.7,,log_session_9100378864597745983,3,0,1500208142010913854,,,1,default,1706495443447108674,Base Event: Other,99,"[{""flei"":7,""te"":""4C1F5gJ7-8401-0olo-H547-hM510hY4AQ89""}, {""oVyD"":7,""Nt"":""RHfKCiuOEpL@PcxKoScWPAyFsUubbbH.dHqcwlrSINe.IJa""}]",3681M0Q6-955D-8806-2g17-s694D97z64l6,985.914.336.44,,,,,93208873-0140-8nF1-iN94-700318729978,,9,,,,379.678.183.92,,,,,,"[{""qDpMf"":""IdayLWS"",""qYIK"":""FD""}, {""hCpiH"":""Yi"",""GZvy"":""OzUbbNrRSTf""}, {""Wophl"":""73gk8574-822L-6Bs0-n46M-ozX3N4902kR0"",""pHfO"":""MhAcfRaxb""}]",10896,"[{""yNPMj"":""lmiWWpF"",""zklW"":""OJlWMEcibyNMhfmOWf""}, {""pGbKY"":""wcQfvqV\/9.8 (bmRpAnWmVr; WCxP 95.7; eNeZIeV Zz 6.8; YvylQqp\/1.9; kD YMINLvxoB; aMdMEuwxx; pwN|TZtbtNmyJ|yYKgRxT\/43.8.2.5735|lbuPFQJXkjW)"",""ObIK"":""iQdaulLsV""}, {""kbSdX"":""aIvfi5:inlRRYTPr"",""DbDQ"":""soFnYGkvkGp""}]",,,032778h1-C6k2-1576-Nu92-1931F5QkBbE6,,3G0217kU-oZVY-1E37-97F6-091bKW785183,,,yDOsFTgrgRrvshwqBC,,,,,,,65129343-7350-8su3-aS52-913180633097,XWVgvFdrbsULpPh,,,,,hvhXJki,,"[{""LDVK"":0,""Eb"":""44919473-3242-5tF6-fP52-146997759906""}]",8568K3I8-423k-2187-1p20-T019I66W64m8,KAjZUPghhuj@peTxaVjIWpwikKEgBYY.OUIXGxKsRkL.usw,9R0Q0lt1-2120-3bBp-h716-Le453Dd0OM69,,70,7,FfQb,5,07134405-8072-8Bx2-sl86-053985557029
99,UserLoginFailed,,,emily.white@dummyemail.biz,,User,7,b1d7a914-7db0-45b3-986d-c5f6bc36a198,,Uncategorized,0,Base Event,0,7349y3A6-266s-2397-0C01-C123y98B69i2,security,Microsoft O365,Microsoft,,,,,,,UserLoginFailed,,-,,2024-01-22T03:30:16,AzureActiveDirectory,Microsoft,2,883a35a5-4e3c-4a0c-a7f9-4f6a1a6b461e,5.3.4,,log_session_9100378864597745983,3,0,1500208142010913854,,,1,default,1706495443447595559,Base Event: Other,99,"[{""etmE"":8,""Me"":""9n3c9os4-8881-4jBm-Z954-oW640gt2UK39""}, {""MtbM"":3,""qI"":""hhLOddrtoHH@TuqTbuqBYtrXPtqdIjR.lqydLGoUXEp.qkY""}]",6020a4D8-414f-2091-3M88-O873Q93P48L8,945.639.365.10,,,,,47106726-3513-0SU7-AT60-364441925321,,2,,,,989.071.337.78,,,,,,"[{""tBkeV"":""wEnZkfw"",""PRjf"":""oS""}, {""IDxfn"":""QP"",""MSDm"":""mOUvgllSnIV""}, {""ZkyQP"":""86Zl0472-940C-4Yh1-s08Q-XhX5i2721SA8"",""XIFv"":""fogJwEefV""}]",90764,"[{""tjwlT"":""fQpRUyL"",""vzfb"":""GqQEWLJVlSpTTmZqNf""}, {""tNveM"":""cqjKbOw\/7.5 (rIiOwOrbnv; YDYv 54.9; VzQBccZ vs 2.3; WUaUchm\/9.3; Bn CkTJHDUPQ; eyKxKmmrk; ZRp|VxOAgveXo|JZjlAHn\/10.7.1.0289|SDaRXrWQxEr)"",""pxDm"":""tqyqdlbfF""}, {""kEYeY"":""nBRiP6:sNCaATFMX"",""yZyi"":""QZVtcyCIUSR""}]",,,4V7139L5-7635-9194-L79S-264z76L68W39,,3t262c06-vuC6-05i3-w396-6kD646b26B56,,,jNUQMPhWqlLfaHNNKp,,,,,,,85754603-8487-7fX8-Ho74-751462502354,nemzCHYoZVnuLak,,,,,MEfSDbx,,"[{""ABoS"":6,""jq"":""59693032-3081-6sB8-iK27-352116822123""}]",6627O9V1-060K-5328-9j82-N361O30B56x0,rXdkKEilODe@xzfomYDXyYbPVRBhUQP.umDFqGNFhtL.zmf,8K9l8mk1-4690-4NbF-f081-Ao756ys7UM88,,1,9,cGui,6,80709191-4728-2NJ2-dC48-367104824216
99,UserLoginFailed,,,lisa.brown@example.com,,User,8,63547fc9-049d-4e7e-8b3f-68e5b18a0e44,,Uncategorized,0,Base Event,0,3398d9a5-596w-8083-8v32-D787Q08A70Y3,security,Microsoft O365,Microsoft,,,,,,,UserLoginFailed,,-,,2024-01-22T03:31:36,AzureActiveDirectory,Microsoft,6,c7f9b4e2-c8d2-496e-a43b-6d883f3b2569,8.9.6,,log_session_9100378864597745983,3,0,1500208142010913854,,,1,default,1706495443448091734,Base Event: Other,99,"[{""fiAV"":8,""JR"":""5I9o9FW5-6015-9EjT-J607-Nl967ZB7FW20""}, {""pkbL"":4,""eZ"":""ucTDftiEpXi@yDrecLDFxFWmIHemxlc.aVSKSGhyCGn.wns""}]",6548s9s6-076Z-9292-0v76-v339q58B13T5,636.500.109.94,,,,,90315821-2399-1Bh8-bB31-783365016081,,0,,,,443.324.784.76,,,,,,"[{""JvRQy"":""wvbMcso"",""cGvP"":""SK""}, {""cdYUG"":""UZ"",""iVBd"":""HRNIKuOrdNq""}, {""JlUbv"":""94qE1632-293C-2al3-R93Q-tVR0V5778TQ3"",""aObo"":""DVWEsYIoP""}]",17016,"[{""fQdBR"":""RhOvWqi"",""XISQ"":""OZKSvrxnYIgqkZztPC""}, {""VPiKM"":""KabIvxS\/2.6 (irJOsewQRz; MPuY 85.1; UMeWefN kW 1.3; BLMnvXE\/4.4; jc Cwqepnvnl; AuiJJRcdz; Lwd|YQBClVWVO|OnRXcFt\/25.5.8.9611|IvGojvKeZla)"",""xIFf"":""FuzhyaGYf""}, {""SFtFC"":""LuyNK9:flOoYAMSf"",""sRpW"":""nymucLAlhXY""}]",,,147819S1-2368-2752-Gd39-5z571451888o,,0g2790q7-6H4X-2G34-iw90-d15k7FL34113,,,wSlNjryKyhIsdIASnV,,,,,,,52837128-8739-4tW5-xZ00-075302152013,YluUyxwYYZTMvZn,,,,,oInLHSZ,,"[{""yiLn"":6,""QU"":""54632506-6385-0ze4-mi49-894129074307""}]",7634s6i7-898o-0846-7p31-L588W83A69D3,JzneLXZIKHZ@MVxHQkOanhMVByusLdT.TCAgDYMRrMZ.JII,9y7z4Bs3-4349-6fro-L252-VH566Un5by79,,41,2,ULBG,2,24657813-4688-1MF9-nb08-866823007217
99,UserLoginFailed,,,olivia.perry@testinginbox.xyz,,User,0,d0a9512d-2a8c-4c4d-a4a0-9d867f5722e5,,Uncategorized,0,Base Event,0,8679u5c2-001L-2968-2H63-V737W76K49t2,security,Microsoft O365,Microsoft,,,,,,,UserLoginFailed,,-,,2024-01-22T03:32:46,AzureActiveDirectory,Microsoft,1,5f4bca98-5b6d-4019-b3e3-ee54108c20fc,5.1.6,,log_session_9100378864597745983,3,0,1500208142010913854,,,1,default,1706495443448625851,Base Event: Other,99,"[{""IPXj"":0,""JM"":""4s2O6lW0-2823-3aNk-N719-SS341nP3vV16""}, {""KAdZ"":8,""yp"":""IDJlDkWMjVe@zjiSKHtFwXUUnIEYIrg.CkqlMZpNTJL.McD""}]",2703a9a6-496W-8475-6D94-i819G74a39B8,639.343.233.18,,,,,36775423-1323-9zk7-Mh00-740227961893,,6,,,,581.354.496.27,,,,,,"[{""exgtE"":""ZjdToug"",""nCqX"":""PI""}, {""sdPZQ"":""nL"",""joRo"":""EtRRYUXSntP""}, {""vmlPQ"":""87hJ3697-585u-7Xu4-Q54D-dGs2P2703hL2"",""dSqI"":""ydctCjuud""}]",33854,"[{""xTaiA"":""iXqDHvT"",""zPTu"":""DbwSHrSopcIPtPaZDB""}, {""Lnynd"":""gxxGsxk\/5.6 (bEvPHfbajQ; osuF 52.6; OZXpdjt Yy 5.7; aOqpjtj\/0.9; mc iTtZZvefX; GKlNMGkOV; ecL|jscMqrBiD|xdSIpdF\/66.6.7.3340|hLnVVYUPWFY)"",""mEAQ"":""SIcDzmEkw""}, {""FfJzz"":""DRjbz3:KoLnoHFen"",""PkWC"":""uGxoOVEETcA""}]",,,170011X0-573S-1253-j65A-31P13k435K17,,4205c4x7-3E89-817q-DD2R-DS14y7166393,,,kLAfZsKSdbNGYRQuMb,,,,,,,17145389-2516-6VD8-rY45-595181432301,fohNYjsBNReoUxl,,,,,DUAptXo,,"[{""EAJG"":2,""jN"":""31978025-3693-0fA4-WC90-497107425188""}]",9707o0W7-367G-3927-2O97-n442T00w97C9,IVabHgwKSGY@ktUcXpbOJbQuhvsOvgh.MZTlcWQzREV.HgB,2C7i9nb0-6283-8TPW-j043-gs820cE8YX88,,49,7,akMD,4,49594650-4796-3So2-iX47-886338537373
99,UserLoginFailed,,,john.doe@example.com,,User,7,f54de0da-89e3-4f11-91de-3c7a7ad5e372,,Uncategorized,0,Base Event,0,8548y6i8-322N-5512-1T92-V240B09S63b2,security,Microsoft O365,Microsoft,,,,,,,UserLoginFailed,,-,,2024-01-22T03:30:29,AzureActiveDirectory,Microsoft,3,c109d1c1-af2a-450c-a7ea-d9514a9d1402,9.5.0,,log_session_9100378864597745983,3,0,1500208142010913854,,,1,default,1706495443449131150,Base Event: Other,99,"[{""EpTZ"":0,""vf"":""1B4Z3iJ2-0500-6oaW-C680-Bj380Me2DQ46""}, {""hgAM"":7,""gC"":""HaScmZpLtoC@IqxLiYTwvMGfJUwcKxG.ssRIreYXwad.CHW""}]",3080j8A1-492k-0045-7q43-F384T17v24J7,950.917.790.88,,,,,75488956-2965-8Mi8-hn07-620320363006,,8,,,,785.415.688.85,,,,,,"[{""iOIxf"":""orujEbD"",""jWuc"":""ps""}, {""qYpTU"":""UR"",""FnTg"":""zPnihEsgRdt""}, {""nUFiX"":""72nZ2955-629N-5Oa7-o83t-HTP0M5953IJ6"",""tJjB"":""CqarLVwRl""}]",15896,"[{""sdxTu"":""SkKmaJu"",""AMen"":""qOepYUrErHlSWirNWN""}, {""YUefD"":""ZEhrBeT\/6.7 (PmWtKZPAiG; ZZeD 78.8; ClBXwYy pA 0.9; knZErrG\/1.2; th TeEnASEDs; MZsvFMGAz; gAq|pKbJzqrNw|pNNDTUc\/44.3.9.4467|fCxzIdvcNKR)"",""pCXW"":""ymwkZnKek""}, {""GTJvG"":""LrZyD7:lsJMEPHvK"",""kFke"":""yJiJhCAnIUR""}]",,,284034h1-49i3-1710-Q93V-91s4tI510Ke9,,517681c4-398r-1V5w-g643-m86R04041159,,,hkWBqbIFKoYRQykHSc,,,,,,,47758274-2424-2es4-xY34-181314938702,dzlAACFLsjMGoXd,,,,,tdvNEgq,,"[{""HIZK"":8,""sK"":""36664899-4040-9TA9-Ra17-672983567964""}]",1519W1M5-567v-2687-8y29-v931Y60S51n4,oYCxWDHmrmS@eWHmOIGZPzNwGbybiIX.dKtNpOqDaLx.LGT,5Z5i2Oh1-0112-6KFS-y098-Wb857CT2Kp43,,42,7,dMnx,6,24317223-8918-1aK1-TB08-295804012685
