activity_id,activity_name,actor.user.email_addr,actor.user.type,actor.user.type_id,actor.user.uid,category_name,category_uid,class_name,class_uid,cloud.org.uid,dataSource.category,dataSource.name,dataSource.vendor,event.type,message,metadata.original_time,metadata.product.name,metadata.product.vendor_name,metadata.product.version,metadata.uid,metadata.version,session,severity,severity_id,status_id,thread,timestamp,type_name,type_uid,unmapped.AppAccessContext,unmapped.ApplicationDisplayName,unmapped.ApplicationId,unmapped.AssertingApplicationId,unmapped.AuthenticationType,unmapped.BrowserName,unmapped.BrowserVersion,unmapped.ClientIP,unmapped.CorrelationId,unmapped.DeviceDisplayName,unmapped.DoNotDistributeEvent,unmapped.EventSource,unmapped.FileSizeBytes,unmapped.FileSyncBytesCommitted,unmapped.HighPriorityMediaProcessing,unmapped.ImplicitShare,unmapped.IsManagedDevice,unmapped.ItemType,unmapped.ListBaseType,unmapped.ListId,unmapped.ListItemUniqueId,unmapped.ListServerTemplate,unmapped.MachineDomainInfo,unmapped.MachineId,unmapped.ObjectId,unmapped.Operation,unmapped.Platform,unmapped.Site,unmapped.SiteUrl,unmapped.SourceFileExtension,unmapped.SourceFileName,unmapped.SourceRelativeUrl,unmapped.UserAgent,unmapped.UserId,unmapped.UserKey,unmapped.WebId,unmapped.recordType,unmapped.userType
99,FileModifiedExtended,anna.hall@custommail.io,User,8,,Uncategorized,0,Base Event,0,61j57j65-m2c2-4p0c-AM20-PSfA9abc2913,security,Microsoft O365,Microsoft,FileModifiedExtended,-,2024-01-29T19:42:07,SharePoint,Microsoft,7,f073c7e0-8646-4f9a-90a2-1f02c051b289,6.1.4,log_session_9100378864597745983,3,0,99,default,1706579426524404167,Base Event: Other,99,"{""EcFDAMRxNDVkG"":""cXGuRPUY"",""UPHrSXzUhCbqQ"":""kiH9WLHqVj0CbPud-hZoaz"",""UhdGDMjRlgZpA"":""E30h59d0-E882-2906-dU25-b1wR137Sn90u""}",yTjSYAXS,,,DRUAN,,,76.776.082.93,r96v06V8-k212-8074-Ad89-m0ND065KP64P,50.879.563.98,,bsRKfCVEri,725400,,ttiBI,,NHYXe,Djax,2,h993jI5r-13e0-85M0-79D6-46350ab77142,9228771A-i3sS-5QiK-At1x-J44u24U42e11,377,,,BSYRw://dLarNzbpMMEk.faSOTZhhdu.ExY/qiCDV/taAKAEmXoJ/rbUgIR KgnaXgXRF/etSlATg/ebqYJ XOxMXT - FOJquAV vU35.Zjif,ftSFoqsWobKfiQoioDhN,LTa,L94vy518-1147-18lq-0ia4-x144D2oh1J08,sPupw://XZcQFUEnBzVs.UcHJxYiHAT.mOA/JLvQm/fudQsHwrUv/,pFAL,WFpgc UazAMV - nnrEJux ai01.Zehv,OPTYPI qMwahWjOg/kYqGXFb,xxCUc,MW45750@jBEyXTdKLAkJ.HuR,z:2m.H|ctQzwrmjtN|091166242O3Oga24@xpWD.aOQ,09oAUY87-X376-5P7s-2M02-b318c81vU4J7,9,0
99,FileAccessed,kevin.green@placeholderemail.co,User,7,,Uncategorized,0,Base Event,0,89v09L44-q2Z9-1k8A-Zs07-rwPD7tGS4235,security,Microsoft O365,Microsoft,FileAccessed,-,2024-01-29T19:42:03,SharePoint,Microsoft,1,0eaf3430-0ea6-48f4-9604-e0a2f07e5b6d,4.1.3,log_session_9100378864597745983,3,0,99,default,1706579426524807494,Base Event: Other,99,"{""xMtmXxBDhQxX"":""Q49vIFi6-67Cr-2178-X13K-0C74rc316s4o"",""ACLwGEgesuUvp"":""tQvBAeEW"",""RiFIsvoYcfjvSBWGJ"":""0050-05-41v87:30:81"",""eQoTfssZejkDe"":""S_K2TpoAHoNwzpMu7du3Qu"",""XJiTNmItuDmNn"":""e11y86V8-7517-1793-Ot46-b7o74755LN0x""}",GJXhJptU,,,kcwrXKftHbpvXkk,slPv,852.4.8.3,29.47.879.568,i84Y13p1-4255-3622-EJ04-o7z75463kR2Y,8z03:817:4588:08:8v37:66D9:0MB4:78Wm,,mQVtIvceJv,,,OPDXJ,,SBKA,agHd,0,K8r13APo-A861-79D7-An77-x1P9L813LOBZ,J55041F0-5906-4341-7h94-5epj3P659992,854,,,jskqk://vFcxWDEMwSHX.ztSjdYsRrA.qIq/zfldR/sWOsIOe-BuhcX/CsGRDD XBZoLtWVf/DUGcejdUMui XFw kphRTS/I-4 Tuv g Muxpnx cDRoi_sEJ 5-09/dQSChhP bBLARUY kuCtJ_P-6 wJKKGJ IzSrC_fqvZAwIW vZPljCd_GbcJiHJm.jIIE,LWtvKmKwqzOC,nDzrStwRPv,1g3qm697-454e-8UFh-5003-2g4mc9u17yv4,nHfHR://uEmeGsIGkyOf.kYYRVVLSdH.qPs/PcfWQ/ndoUiAV-MXRbB/,cuGp,ORKMjoi EebwYEO UfhHE_h-4 fGCBWL fUADd_AKrQZBsm WrrNrCT_eqGkfiWK.ccOa,aFyjKr PQpWFMPTw/fGxxeWeLoam TeK EwvAIO/U-9 VJg c oNsvaq WoouZ_QQC 3-94,"OGuIlyV/0.3 (FmWxOdk IK 28.2; HXW36; p18) jAUExkkOPpe/170.70 (HmgPC, OVru GQqup) meSdtC/787.1.9.1 lwBpbv/930.70 TjJ/294.6.3.8",jY341122@PXUPGfTEzDWq.jWM,L:1X.e|smRYJYIoIA|67822814055FWpO8@MwbV.ubz,Nyy6971D-1rhS-10kR-0n4I-2Lh5b593Ug7s,9,8
99,FileAccessed,kevin.green@placeholderemail.co,User,0,,Uncategorized,0,Base Event,0,69L87P09-o0r5-2i4u-Qi38-Lyvm4ZZe8694,security,Microsoft O365,Microsoft,FileAccessed,-,2024-01-29T19:42:01,SharePoint,Microsoft,2,c109d1c1-af2a-450c-a7ea-d9514a9d1402,2.2.2,log_session_9100378864597745983,3,0,99,default,1706579426525206892,Base Event: Other,99,"{""zwNZbMMIkunw"":""0C44MYo0-8wD6-4489-j67K-53T879647530"",""hFXwpDesDmeTC"":""ZOogzEj"",""oEmoYDDjNzsradQtd"":""2000-81-48E75:45:86"",""CFaFBNaAWYiZg"":""J20CA3ci57bHJus3C8xPuf"",""XevHwnSwobjLQ"":""R98V28r4-112J-9010-c97s-40J6468993ZE""}",XHHPUII,,,tXczXsQNnvnWOLz,YEJQ,259.1.0.0,231.03.885.922,j24T37d2-619m-4592-U80l-42H5806285Oy,1m00:808:1526:1n7:aXhR:O7q0:2584:rw1v,dmLk,VoBGrLdUFa,,,oUlux,,VdqV,eTYL,2,4T5542x4-6Yj7-26zN-NgJ2-68cI7mOkL908,3G890sD0-f8sk-98XY-17B4-S8bOP16Tc994,858,,,mAzjU://ybHiVCbHgxGK.hpQFruxXCi.rmX/VrrXc/bnaxFUSDRGjjDSeYV/hzYrSnlTMO/__fdyegZzk__.Gtt,dEsWuwZidVOJ,geosjpLutd,q6PZr3V4-9Uq4-5310-0wk3-1445782k4108,ZTVfA://nQuWaMTaDacy.axKVJBFROM.UME/hQmBW/VYdonlcPoDMqVvaIy/,Zor,__EEsVDgwn__.acP,FCJhvzEzit,"LaNImoX/6.5 (zmGALXQ aQ 46.0; LCI81; I79) BtJtRFWGsog/298.53 (vhzHx, CxVm nAJko) eAoXFU/616.4.7.5 MBxlnA/075.74 maI/342.7.0.1",oD979109@ANSyseAMfXld.UAQ,v:6D.l|GXVtEKkoal|34234371GQ3P901g@Dthv.Nvp,9K009m94-B85p-8rb8-1jf1-87Tuwys907Xe,5,8
99,FileAccessed,melissa.kelly@dummyinbox.net,User,5,,Uncategorized,0,Base Event,0,52n73Q82-I7K1-3Y2Q-St03-sxIs5jhf9269,security,Microsoft O365,Microsoft,FileAccessed,-,2024-01-29T19:41:39,SharePoint,Microsoft,2,8b201ded-12c1-4a3b-8a36-df548fa0a745,7.1.7,log_session_9100378864597745983,3,0,99,default,1706579426525415437,Base Event: Other,99,"{""pGzMWYXRlYEdr"":""muvidFgC"",""qjqnqvmfYNszD"":""6YK9ObjlAthHeridRoL8Sm"",""uwzVSFujniSOA"":""dN4a74W6-5533-1911-d45c-6X4s0Nz7ej6O""}",dRycKjav,,,gkxQp,,,88.787.18.372,nZ4p32g0-2061-3899-b94k-8A3w1Lj5On6Q,67.099.85.815,,lrxOKFyxyj,,,xgKgs,,Xpwic,JNHV,5,a6e4m6l4-0623-554E-407w-5108I8iBoZ31,68L5I4Z5-5j59-6tas-6I76-7003K3691B10,187,,,wxohm://XdSlQxnReUNq.YiStzgMtqF.NyY/ECCDL/aEMdXlAXXDPMFyp-xmdHeSzStCdNjcEUBaccXXhpSAgIpdmzsb/UGjpWI UDkoyhinb/IxDrfHz oGsDA WZK TtUmbYVp qDFimCJxbVN/ZTV oZ UFN sANmRVX/gtdsy BWaaJ/sA65/IxMTsTJmGzr CQ syd Ie mLt CR65.TXuz,XtUjWnOnVAqg,ThD,Q4Pt53l0-T70I-2676-Gk7u-4gS4mU1jZ8ZR,VbcAr://DhVdLXxlZQFd.waBcBSTsfw.obr/kbifc/DAGOplyMfvqtBQF-pwXvYAZfvuEUhSiBtTgNTNCjmGqVLkpiee/,alrB,GEwUfZBANIA Xm MRD Rp fVL bL49.ckvR,LDsTcn SeAXsxYBt/wKuqdmC gBguU ojP UytvmyEe PwPOOlzfwau/jVQ yG vSy GTChvvf/pTwnr BPzMX/xl47,ypbwi,IUipupD@zTIQbJykTNFh.IwE,y:4F.O|rLMDOUykmM|20353yJy8702165g@ERDV.pHM,4O25747U-0Q0f-7o9c-vXIF-D0YZ06v98652,1,1
99,FileAccessed,alice.smith@example.com,User,2,,Uncategorized,0,Base Event,0,12S36J90-B0e1-3g0J-dB47-TPyv9cPS1571,security,Microsoft O365,Microsoft,FileAccessed,-,2024-01-29T19:41:28,SharePoint,Microsoft,9,5c3e0014-4b0c-4dd4-82b4-5449a04e12a0,2.2.9,log_session_9100378864597745983,3,0,99,default,1706579426525623093,Base Event: Other,99,"{""GdrtllHLFvCK"":""8r3yn89K-q09z-4Gjg-9663-18ivzy7p9025"",""SQlzeODfghXTs"":""fO kEMKM apqzBH"",""aFMVmzWxgoRzW"":""BQ4i4_QZQf1zTlEE87ArCY"",""ZeoJaWxsYlaVn"":""a61L45m2-k785-6262-hW15-o2i6b607d060""}",Wx frrvQ OzjWCw,,,bBLeWvkoJxotdxs,IHwliP,22.5.0182.664,76.67.533.912,t66F51u4-h335-1958-Ex79-A1c5J837z774,9B13:213:0940:70:Yl34:5534:2396:81c2,,ASeiDHWncd,,,AIdnf,,iXSF,mBKe,2,4p7m3V3h-39g6-82Gd-26mE-73163tn1u525,95548Sk3-Zkwv-106r-r4w6-3m24539c2Ar5,785,,,ieZeW://AyNjdJSBAGwB.sbFpcmQtAV.fur/sQGnF/TmAMRTtHaylngcB-kRtaThveaUqIYzjQofnzMBhGaUZ/TDsFzt sjETerTgk/pawjb/xkVrHnSY.aJgb,TjxzVFfZwujM,yPClwqlIdD,483Z6k7S-i581-75g5-O343-79210n49gXL3,TydQa://bFhiGwCJzUfs.zaJqhWZonG.AFY/terbp/roSnvrtgkmLaCkL-QfyorOnGKqRhJKvjzKEbWzQhGaQ/,OSvu,iIfhSBcW.URlA,vSwQiT wKtGcaXWH/WSeJS,"DaQozWM/4.5 (XPhGfrq CW 68.3; acn65; K48) xGaGYUoFzUf/107.66 (brwKv, CzUw rQSnR) jZOTP/8.1.66.72071 NKHEOe/15.2.2451.410 bsiqoclA/53.5.1 QtZGOE/478.07",hC796759@UEltROenYCgL.pPm,C:2X.C|IsuJaAuUpg|44991974u6555108@aRnj.CWZ,d2Z013cI-1K3f-9335-Tm62-1P5d48212242,4,6
99,FileModifiedExtended,lisa.brown@nonexistentmail.net,User,0,,Uncategorized,0,Base Event,0,97Y24g24-U2A8-4y9j-kQ09-NPks2LTY5264,security,Microsoft O365,Microsoft,FileModifiedExtended,-,2024-01-29T19:42:26,SharePoint,Microsoft,1,d0a9512d-2a8c-4c4d-a4a0-9d867f5722e5,4.0.5,log_session_9100378864597745983,3,0,99,default,1706579426526486450,Base Event: Other,99,"{""jyLfJbSRFXJEM"":""etJkrxpR"",""OIoHgQnJLSBUA"":""J4LmgMY46SkzagAIGoyGic"",""grhqGKpHWKDnv"":""w85b17D3-482J-6571-iA46-B405411Y4G99""}",SZpaXwtu,,,uHpod,,,037.859.289.73,l62k89M0-748H-8587-Pq22-G431618D2J97,054.982.369.33,,AXzQoCouIQ,776178,,goWQx,,zOLMA,qvuE,8,3Q3B1l5h-04S0-89de-90zZ-80335HR6u309,6u7U1jM6-381Z-9041-88hl-805z9Cf19690,965,,,TZeyW://lUQNZsHQGYiZ.INPzNMmSNT.Eey/IfnVg/uAketndYLYKEJlU-ZbkmoCNNfqUnPjrxHYCPTJslCp/SOVsLu WdUkBQNbc/IHUsRBs (ZAzHOZMW YWdGg quEvfd)/sSEYbr bONQE/LHsrulL/wJ05/uBbpTkF ghKVYN GdCtS uI31.qPOl,GEpuNTSAwTtOQpZeroKr,eBF,D580v419-8343-4a9m-035G-192036785782,GwTFv://QPbplHCYKKvP.BmWlxPNFyI.Nab/FPySm/hLPmufZUuzoFlUm-RPJxxPwVcpETqMJkofULAEOdDc/,iGzF,jhWrBKi SmagpA lgGUk lp39.IrJZ,JNFbYS GbZKEREcc/lmkTZYZ (txhNhmWI YANfl UAjJkF)/LzjQwD FeIIO/XiVSpZT/rY42,MWATN,ybYETqbpM@YpUeUvoQJWtZ.Aik,Z:4c.c|pIHWXUfppj|3995pjnyolV39A3d@wZVr.HYq,J2n596Og-5n7A-7760-JW21-5m9x86652575,5,4
99,FileModifiedExtended,bob.jones@example.com,User,7,,Uncategorized,0,Base Event,0,52o47o13-v2w8-9X3S-Ib03-Xuzg8WuR5629,security,Microsoft O365,Microsoft,FileModifiedExtended,-,2024-01-29T19:41:39,SharePoint,Microsoft,4,a8a5bc3c-1a16-47a1-9c0d-91c96b94af1d,8.5.7,log_session_9100378864597745983,3,0,99,default,1706579426526692724,Base Event: Other,99,"{""uugzaSXDTnIC"":""9i8P822O-00Qx-79kW-5793-960ak2P2926W"",""ItLBwHGnBAsfD"":""tAufPPqo"",""giGjAgVwZXcGN"":""cE3U10F6-P4R5-9920-hJG9-06E0j3571017""}",OlYHdSeP,,,Xpqvr,,,95.37.808.6,VE3K86Q5-Q9Z0-1233-vdN3-55f4s2876766,75.78.242.0,,vIbEFkSWBp,34809,,XVGWC,,fdChF,QDKM,0,312E82zF-2U32-9rD4-SW09-43v43dD7QWj4,160ALu77-o662-9qyK-GmN3-v7324W83FU4L,252,,,Gcybl://CgrCtANrIsvj.dzRqLzEZRG.OaB/vAxGQ/CvTWJchMDaNk/FyHEnZ HEXAfqrlg/YZHywiA/SriQQHVjbhf XRZuTl/DvcAkowdClx MhUyc CsGD 5.12.rFpC,LhnHIvXhWnieZCvUkzDT,tvL,B01K6251-4089-55Zy-1A44-13241856M3os,NOyTQ://koMTSphYNhjG.eXbqsYKKkt.SHK/iAFDe/AlYOQVInhPau/,vsCy,NPttxxwlmWd BTMLN gCOq 3.50.dpYq,ydqNwH qfZOLQdZL/hMddIVP/GKoiYzHBrAi INDZvn,jSCnN,yl788941@CttuyuGzsPGR.pxO,h:3B.b|NsULUHvGNk|790107254C29V41W@BTRj.zfE,90n3w10A-dv46-5210-N0M2-8576ue034517,3,8
99,FileAccessed,sarah.wilson@example.com,User,0,,Uncategorized,0,Base Event,0,25Y80C00-K3E2-5r7j-kb85-BLnK9MJp0989,security,Microsoft O365,Microsoft,FileAccessed,-,2024-01-29T19:41:56,SharePoint,Microsoft,8,f54de0da-89e3-4f11-91de-3c7a7ad5e372,6.5.2,log_session_9100378864597745983,3,0,99,default,1706579426527669763,Base Event: Other,99,"{""YRDTZVHHxCbwy"":""DpcnsCXb"",""ATmQzOHxkEWlO"":""GahH6nvVfH9wBxeLSRS9lg"",""wZSUSWSJszgZX"":""HA0V43S4-M915-9401-sYL7-12396G773129""}",afLEVMnO,,,MtYUF,,,40.396.65.77,jd9T09V2-Y458-0958-YAq4-12852p540025,53.588.20.50,,pQKSTTAKXr,,,oRBCs,,fRhmU,GBox,0,k26k1360-5604-2N0L-4560-e6ko3235717r,269pxV91-65x9-6yY3-8I11-558221T51438,498,,,VPlNI://cDAfdLcJTmLm.gslhFhAGSy.YaX/atfcm/siOnZMUKEP/fUXZmR avkIsLhjK/FSVKlZa/6876-MtfXjTuV-dfkVV.ewBk,KJHzisKAKeHK,Tdp,zt0q0V5O-D197-9xk5-P807-44s14N82mEh3,uRcOq://vYqRXeYYjkdk.xptTPLWQqc.mWN/PZRwR/brZGrxknIm/,quwA,5949-NaBCUMzx-vXIPb.kzTm,BfcckD HgSgPyVId/zbVafzb,bQTaB,QjfuLC@nqZkKIuwCGcO.HAW,i:6L.J|nkvLGhnmUm|27700kpaR6T4696Z@LVxa.dWZ,1666gZew-ONCf-186B-0J54-46552JN9728n,2,5
99,FileModifiedExtended,chris.martin@sampleco.co,User,7,,Uncategorized,0,Base Event,0,17g14p42-W3N0-6j6H-mT56-eHrw4xdE8787,security,Microsoft O365,Microsoft,FileModifiedExtended,-,2024-01-29T19:42:31,SharePoint,Microsoft,1,7f71a485-499e-42f5-9c49-1e2e4cb4870f,5.3.3,log_session_9100378864597745983,3,0,99,default,1706579426528999306,Base Event: Other,99,"{""nPgXQOPsFUrb"":""84I6B86H-e851-1x2R-0hW0-867Dt36245IO"",""fmazLTrTeGsmK"":""UwxNovrytN"",""swGdCPnPToUnq"":""y27Z46H7-46zY-3222-WHZ4-4oa3LB7A1271""}",DyVItLxsgK,,,DfoLk,,,36.911.924.36,z37z43F8-83ZI-8807-YPG2-4AA5ZW3E6626,84.466.605.01,,mEVcZDoqLl,219837,,sGbyY,,aVLJm,iWEH,0,h4N8B2N4-1868-458a-600f-8823Z4Exjt30,6T18o8D4-3042-82jo-5tNU-67H75084yG4r,641,,,uufhu://zzGeeKYOIsKh.yAzdqYIpAe.SEP/vJpLU/kHkBJdsAHbElxkK-vtgQuBgywOmajYpVGSPhMqOWBlvlNdDplM/ntELPB yfbloKiUZ/vyXeNVv KCyUO MqO hFVmlbOQ WyryUUzCfdT/mgl YR Net OxgtfkZ/IUlKM JMBni/pb74/xbsfMgQ harqkRU QBWQs EmhMOK 0-54.qpNa,usVzdHSgzOaGbbyYwzdv,kUcjmBTMiFPbYlYKLBBttTWHeJ,k8Wv18A3-K05y-2391-ru1N-1aJ5Cu1OF0Ll,cWGBc://KAZMNjCJpuBS.gjrunCiUyf.NPy/YHtOV/IpLWLrUKhOJAouF-LWdpRzhQJMeciUiYwGtgWaCxdNIxvphXpD/,wmtJ,FyKMJFv WolttEU Wsdvu tkaVWa 5-48.sxuL,XUhjEY OEQVumDnZ/UslySZK QlvBZ wDk dXmeaGnP gHDNEWBqdxZ/SYU pm MnF MTBLPRJ/nQJnB wLnmI/oP14,ffBGs,ezFidmkGwBC@qYVljevDctRH.jsr,z:9e.I|YkMVwmKRSq|53977350207j5103@baPA.PJV,6q60745f-0k2I-7W0K-CvQR-k0QR85c19923,9,1
99,FileModifiedExtended,emily.white@dummyemail.biz,User,3,,Uncategorized,0,Base Event,0,03o75t39-j5X2-4S7K-pM17-DDqD1xgl5418,security,Microsoft O365,Microsoft,FileModifiedExtended,-,2024-01-29T19:41:12,SharePoint,Microsoft,2,f719864a-d489-4483-b8a4-c235cf6f32e1,5.2.9,log_session_9100378864597745983,3,0,99,default,1706579426529207557,Base Event: Other,99,"{""QKZAOuXPFdOQR"":""BKptXdyf"",""ZXpTnsgHyBVsG"":""9ps1809J1A6Oaxy1Gyeirh"",""nlbeJfAWpweEO"":""T27B40Y6-217c-1699-uM21-jVX0dLh609xS""}",OSYdpiZu,,,TpqBj,,,18.349.40.16,O62J05h2-355x-7259-XM46-bYM2ozb606QE,03.772.59.08,,VJukQLEPti,25600,,hFvwO,,ydUv,xLCj,5,58AJLb2C-2728-2015-q4Y6-VM316e34494v,9296m382-yrTG-0t15-B158-Hf993J9NH1ob,260,,,DLenj://WRwRrWqRULoe.XCLoyDtOJw.ijq/Fibec/teiNtiglyaiXoLiJ-uwrjDQvbBAIYWzYrYw/CGkzHw vhUmGcTHM/XMMjIcq/AUqqGDeXn BpR fDYgbTqYI.Hobu,cAeXxQjiwLrhfSftgrFV,hhf,0084e862-8816-2mTP-U08m-374gs6X5gUj3,CJxqu://MKQLliNEEFZd.ZXBdzilUWc.Jgw/rKHTr/ihIpilwIojGZLWSX-ovTOhOFyzKfDwiItkb/,efGV,WVpmKapVM swo jgyIomktN.lZBq,tulWSn RUeSfuQio/tmYoFmn,NDFQW,GR443834@OPmzOemHvvDF.ovV,L:1K.i|AHDWbZrGHR|60857585SZn8f6q1@BQCH.mWt,5930HcI2-180n-810r-019R-7724FYr42g1P,3,6
99,FileModifiedExtended,emily.white@dummyemail.biz,User,7,,Uncategorized,0,Base Event,0,08j34T22-U1z5-1o7W-VE63-acym9xqI1375,security,Microsoft O365,Microsoft,FileModifiedExtended,-,2024-01-29T19:41:12,SharePoint,Microsoft,3,a430cfd3-5a3b-4212-aa8d-c2ba1a62a04e,8.3.1,log_session_9100378864597745983,3,0,99,default,1706579426529412854,Base Event: Other,99,"{""EhivGtGppLJPX"":""kdtbnMYf"",""oYNPjDoKkwpTx"":""6iP9192q7h1cVuO1RJodNT"",""OmORTMMtISMny"":""s03s74C7-T035-7785-Zy25-v95J7I865223""}",KwFdcycN,,,yQpQP,,,94.510.66.88,j29Q80U7-m665-1303-GS06-B82x1D912310,41.042.89.73,,elJVckixfe,45316,,PMyDe,,fvMO,SWIc,5,99CmsI8W-0961-1670-i2n6-wW834L01901D,8301d291-xKrH-7k09-r652-Ln302Z2Ir2qA,359,,,GhEaT://AwezUqQyokKY.LPdWUSjcWY.VOP/WkBhM/pDyldgkIzItNewzb-AiYqOeOLyuioaSJcUU/wNRLUn OJGIOyZCi/XffjlIb/rYInQUEjE VVj XaZfgesFo.GSJB,TjkZopxutfgrkoVVBZEo,XmI,5652P200-0992-8KZV-b62G-304CH8D1fki8,iyveR://aTnanolVoQUM.FnwQckVLgo.LGj/FgFJI/wtwXeJFtZlXdUkiP-wsmuEuePQZHFqWrWhm/,CDWJ,OsYXdpjNT SuR QxPLMMmxU.TMSi,qdmxGS KiPCHyCDF/zOYdhky,AxpBm,RM694934@zvOIlKXSejNR.QhA,b:9K.i|qDJTzUPula|98470844lMz0g8q7@qwLY.lrT,5926lDF2-958W-306F-304i-3657Kfy98o1p,4,3
99,FileAccessed,anna.hall@example.com,User,2,,Uncategorized,0,Base Event,0,38W63R58-F5V4-2m2R-jY30-FgFv4aII8784,security,Microsoft O365,Microsoft,FileAccessed,-,2024-01-29T19:41:31,SharePoint,Microsoft,8,06de8ec4-8f47-45d8-92a8-6621d3e6cdd5,6.1.1,log_session_9100378864597745983,3,0,99,default,1706579426529634323,Base Event: Other,99,"{""yQffnOKAZqYPS"":""dPuJgGOp"",""iIylfXIvbOCbX"":""pORqVqmH0sPsayS2u-X_XV"",""WAjnuKGZtndqA"":""W08L20W1-818y-3196-tIi9-1NR4HSHS3096""}",OdRzCsSq,,,CMxeh,,,15.178.25.091,s23e21U0-239T-7668-xhk7-5rG1rZRu2981,0E18:745:4221:902::TG8:3420,,NuMIXZMYCf,,,CfPYd,,yIKSq,xXst,7,9r0S2dH6-5636-6Ub8-u3i9-99S55h937318,4Gbm89QN-ig10-2533-GTx3-187893wi0s9Q,470,,,vDhrC://kYEuttIHGScc.jtkneTuAtF.zJf/LQUyd/mGjELEOmazDjrJp-NdYSvFqlbLTNDvVsjUFigbSoAGQ/kTUQIH ogMVjIcDL/jkPpWpmFr VOwBqkYXFpW jlLyAAG/AzybUdJt nCGXE dcRG/xQBrEt CMPmKBqp rLgV/QGuFSP nqSPbP 3158-1335 RGOitxBFCx WFd FtYKCAJl RvF.OLFw,IXgMaAYwoVLy,MYd,V88I0v33-Vewc-87zG-Fb40-Oc1y1tgd77U1,RvkWo://zxBQGNKXjJtj.JNHHcbRfcU.DND/lzawk/mZkCSPCYiiyGiUn-QoervAqScNnmasqbRvVNBwEyeuj/,vHWy,uHspiM fxJThC 7107-5848 aXarNUxSpp tOD Rrhobjrk MGN.YzAf,BRtjhM rIdEVbtFl/atNTyPPAz FmEApGwWHAE wEhpSMe/VMwKHLBm YGVxE ImFN/JVbgol pXsNlTOu oNud,wakNP,aJgnKXkP@FTlkyxAOWxRU.Lef,W:8I.Y|BuAGUOAZwV|03211tvM5360421G@GjTT.VMu,ZpU22917-612l-9w58-tO05-tcVe116Jr346,4,8
99,FileAccessed,alice.smith@example.org,User,1,,Uncategorized,0,Base Event,0,04v36A70-i0Y9-6Y6f-Xo79-CGRv0yUU1568,security,Microsoft O365,Microsoft,FileAccessed,-,2024-01-29T19:42:01,SharePoint,Microsoft,0,5b0a8109-dde2-4f8a-8c79-d6c541dbf312,5.4.3,log_session_9100378864597745983,3,0,99,default,1706579426530064752,Base Event: Other,99,"{""noEwRCYMneNd"":""f19J534q-78hk-828j-1807-DPa3PiG032c7"",""GqpebKCuEXjXC"":""AaOzJgriNj"",""sToTHCVFsaaal"":""k02Z52N1-6326-7857-WaJ6-968vbPGBW7jO""}",iGxOwOipyK,,,EoZcu,,,0.321.853.43,H26l34e5-7213-4126-gYb3-734YHqajn5Bg,8.866.191.67,,eIWmdsUNia,,,YDkFV,,iSRzx,NxFI,0,857b9x5S-4Uh1-1Svj-478V-Lb6R3do63946,lJd77sC0-4930-3a9a-DdSr-Nh78ji6358VA,715,,,JcqPI://eEzwIVapwdcI.mjDvJoERBu.Xgx/cXgIW/PSLsSOclnnbAEOfZMbtK/eSEUmI VlSyFYRvq/fRBHPNo/iA QqcftRIK oxmSp ZaU ZqmJ.hCaa,RuvaRPxihgxw,XgUSknfiUFaEAcVFOPCpttjTIf,L57563T2-J1J8-1A2t-ThyD-9Ao3rAr8Z01t,ddHxx://HFgJQNdztbDz.EZdYmBecgR.AbD/XXvUC/ImJBWTCdgLNiMiJJMHsj/,OWyw,Fg lVNObMAH SxejL lVl ytAF.TwRD,ZqllRJ OdRbahSBr/VTAytkU,TlPOO,lJ415843@giArgVzrKvhk.MEs,R:9c.L|xIfiWunGqF|228037668Jm656E5@TREv.NNM,56347866-Z2U3-20H6-49qp-302C6KvbK9k4,6,7
